univName,greV,greQ,toeflScore,cgpa_converted
North Carolina State University,154.0,170.0,110.0,3.684
North Carolina State University,158.0,170.0,117.0,3.944
North Carolina State University,148.936,170.213,107.0,3.428
North Carolina State University,134.043,170.213,120.0,3.317
North Carolina State University,140.426,170.213,114.0,3.51
North Carolina State University,130.0,170.213,102.0,2.4
North Carolina State University,157.0,164.0,113.0,3.396
North Carolina State University,146.0,160.0,97.0,3.508
North Carolina State University,160.0,169.0,110.0,3.182
North Carolina State University,148.0,159.0,105.0,2.939
North Carolina State University,161.0,166.0,105.0,3.24
North Carolina State University,152.0,165.0,112.0,3.488
North Carolina State University,146.809,170.213,119.0,2.96
North Carolina State University,161.0,164.0,114.0,3.284
North Carolina State University,130.0,170.213,111.0,3.08
North Carolina State University,161.0,168.0,107.0,3.0
North Carolina State University,156.0,168.0,102.0,2.525
North Carolina State University,130.0,168.085,104.0,2.9
North Carolina State University,130.0,168.085,107.0,3.404
North Carolina State University,146.0,158.0,7.0,0.319
North Carolina State University,159.0,166.0,115.0,2.624
North Carolina State University,155.0,167.0,112.0,3.8
North Carolina State University,136.17,170.213,110.0,3.34
North Carolina State University,157.0,165.0,112.0,3.24
North Carolina State University,155.0,163.0,108.0,3.6
North Carolina State University,130.0,168.085,112.0,3.168
North Carolina State University,161.0,161.0,117.0,3.12
North Carolina State University,148.936,165.957,103.0,3.2
North Carolina State University,130.0,168.085,114.0,3.46
North Carolina State University,157.0,161.0,112.0,3.08
North Carolina State University,144.681,165.957,110.0,3.4
North Carolina State University,160.0,167.0,113.0,3.416
North Carolina State University,155.0,163.0,111.0,3.4
North Carolina State University,157.0,168.0,119.0,2.678
North Carolina State University,130.0,168.085,100.0,2.8
North Carolina State University,130.0,170.213,106.0,3.92
North Carolina State University,130.0,170.213,115.0,3.328
North Carolina State University,155.319,168.085,109.0,3.3
North Carolina State University,154.0,169.0,111.0,3.2
North Carolina State University,151.0,163.0,100.0,3.2
North Carolina State University,154.0,161.0,111.0,3.08
North Carolina State University,136.17,165.957,107.0,3.176
North Carolina State University,154.0,170.0,104.0,3.632
North Carolina State University,146.0,167.0,105.0,3.688
North Carolina State University,158.0,166.0,111.0,3.824
North Carolina State University,159.0,170.0,111.0,3.061
North Carolina State University,156.0,167.0,105.0,3.492
North Carolina State University,131.915,170.213,105.0,3.388
North Carolina State University,134.043,157.447,112.0,3.068
North Carolina State University,144.681,170.213,116.0,2.6
North Carolina State University,152.0,163.0,108.0,3.52
North Carolina State University,130.0,165.957,100.0,3.48
North Carolina State University,130.0,170.213,111.0,2.92
North Carolina State University,130.0,170.213,103.0,3.064
North Carolina State University,155.0,167.0,116.0,3.0
North Carolina State University,161.0,165.0,110.0,3.008
North Carolina State University,154.0,165.0,109.0,2.612
North Carolina State University,152.0,164.0,114.0,3.04
North Carolina State University,152.0,166.0,104.0,2.748
North Carolina State University,156.0,166.0,104.0,2.528
North Carolina State University,150.0,162.0,101.0,3.28
North Carolina State University,151.0,168.0,108.0,3.136
North Carolina State University,130.0,170.213,99.0,3.24
North Carolina State University,130.0,165.957,101.0,2.64
North Carolina State University,130.0,170.213,113.0,3.14
North Carolina State University,156.0,166.0,99.0,3.544
North Carolina State University,144.681,170.213,113.0,3.592
North Carolina State University,149.0,164.0,103.0,3.32
North Carolina State University,152.0,165.0,99.0,3.732
North Carolina State University,130.0,170.213,105.0,3.692
North Carolina State University,159.0,170.0,110.0,3.572
North Carolina State University,138.298,170.213,112.0,3.04
North Carolina State University,159.0,164.0,119.0,3.008
North Carolina State University,160.0,167.0,115.0,2.52
North Carolina State University,130.0,170.213,117.0,2.92
North Carolina State University,157.0,166.0,107.0,3.464
North Carolina State University,134.043,170.213,112.0,2.84
North Carolina State University,161.0,166.0,112.0,3.74
North Carolina State University,161.0,159.0,117.0,3.372
North Carolina State University,167.0,165.0,118.0,3.616
North Carolina State University,152.0,166.0,104.0,0.324
North Carolina State University,156.0,161.0,105.0,3.98
North Carolina State University,157.0,163.0,115.0,3.328
North Carolina State University,154.0,159.0,107.0,3.14
North Carolina State University,159.0,164.0,115.0,2.609
North Carolina State University,159.0,160.0,115.0,3.372
North Carolina State University,145.0,159.0,105.0,3.112
North Carolina State University,150.0,167.0,90.0,3.4
North Carolina State University,130.0,165.957,120.0,3.4
North Carolina State University,149.0,165.0,101.0,2.82
North Carolina State University,159.0,165.0,102.0,3.04
North Carolina State University,146.809,170.213,118.0,3.056
North Carolina State University,130.0,163.83,106.0,3.728
North Carolina State University,155.0,164.0,109.0,3.76
North Carolina State University,145.0,170.0,99.0,3.38
North Carolina State University,151.0,165.0,104.0,3.78
North Carolina State University,150.0,169.0,99.0,3.04
North Carolina State University,151.064,165.957,111.0,3.64
North Carolina State University,130.0,170.213,107.0,2.836
North Carolina State University,157.0,163.0,114.0,2.95
North Carolina State University,134.043,170.213,120.0,3.609
North Carolina State University,130.0,168.085,104.0,3.256
North Carolina State University,134.043,168.085,110.0,3.32
North Carolina State University,155.319,170.213,115.0,2.68
North Carolina State University,145.0,160.0,100.0,3.83
North Carolina State University,136.17,170.213,110.0,3.24
North Carolina State University,152.0,163.0,107.0,3.08
North Carolina State University,151.0,168.0,113.0,2.852
North Carolina State University,144.681,170.213,111.0,3.48
North Carolina State University,130.0,168.085,102.0,3.08
North Carolina State University,130.0,159.574,90.0,3.2
North Carolina State University,131.915,168.085,99.0,3.52
North Carolina State University,168.0,164.0,119.0,3.336
North Carolina State University,158.0,166.0,117.0,2.64
North Carolina State University,131.915,170.213,115.0,3.32
North Carolina State University,149.0,152.0,101.0,3.296
North Carolina State University,130.0,170.213,110.0,3.66
North Carolina State University,155.0,164.0,108.0,3.412
North Carolina State University,130.0,170.213,109.0,3.498
North Carolina State University,142.553,170.213,114.0,2.72
North Carolina State University,152.0,163.0,115.0,2.778
North Carolina State University,130.0,170.213,105.0,3.404
North Carolina State University,130.0,168.085,111.0,2.96
North Carolina State University,130.0,159.574,114.0,3.04
North Carolina State University,144.681,165.957,112.0,3.244
North Carolina State University,130.0,170.213,101.0,2.84
North Carolina State University,156.0,167.0,112.0,3.536
North Carolina State University,161.0,166.0,112.0,3.38
North Carolina State University,130.0,165.957,114.0,3.212
North Carolina State University,130.0,155.319,99.0,3.704
North Carolina State University,162.0,166.0,111.0,3.2
North Carolina State University,163.83,163.83,120.0,3.12
North Carolina State University,148.936,170.213,118.0,2.76
North Carolina State University,161.0,168.0,109.0,3.316
North Carolina State University,138.298,163.83,109.0,2.743
North Carolina State University,156.0,167.0,110.0,3.404
North Carolina State University,134.043,168.085,104.0,3.388
North Carolina State University,130.0,170.213,100.0,3.416
North Carolina State University,146.809,168.085,115.0,3.28
North Carolina State University,130.0,165.957,100.0,2.88
North Carolina State University,162.0,165.0,116.0,3.52
North Carolina State University,169.0,166.0,119.0,3.4
North Carolina State University,152.0,164.0,112.0,3.0
North Carolina State University,157.0,165.0,116.0,3.56
North Carolina State University,134.043,170.213,120.0,2.72
North Carolina State University,153.0,170.0,97.0,2.888
North Carolina State University,157.0,166.0,118.0,2.57
North Carolina State University,158.0,164.0,115.0,2.96
North Carolina State University,130.0,170.213,111.0,3.16
North Carolina State University,153.0,167.0,108.0,3.416
North Carolina State University,158.0,163.0,109.0,2.892
North Carolina State University,130.0,165.957,112.0,3.08
North Carolina State University,144.681,170.213,115.0,2.68
North Carolina State University,160.0,167.0,118.0,2.96
North Carolina State University,130.0,170.213,110.0,2.8
North Carolina State University,152.0,164.0,108.0,3.512
North Carolina State University,138.298,168.085,116.0,2.56
North Carolina State University,151.064,161.702,115.0,2.54
North Carolina State University,159.0,167.0,117.0,3.396
North Carolina State University,146.809,170.213,120.0,2.56
North Carolina State University,149.0,164.0,109.0,2.528
North Carolina State University,130.0,168.085,105.0,3.72
North Carolina State University,161.0,169.0,111.0,3.464
North Carolina State University,130.0,155.319,106.0,3.468
North Carolina State University,138.298,168.085,114.0,2.92
North Carolina State University,156.0,164.0,103.0,2.5
North Carolina State University,144.681,170.213,107.0,3.268
North Carolina State University,152.0,157.0,97.0,3.628
North Carolina State University,130.0,155.319,110.0,3.48
North Carolina State University,130.0,168.085,91.0,3.24
North Carolina State University,152.0,170.0,112.0,3.028
North Carolina State University,130.0,165.957,114.0,3.856
North Carolina State University,150.0,170.0,102.0,2.555
North Carolina State University,130.0,170.213,99.0,3.48
North Carolina State University,152.0,168.0,101.0,3.048
North Carolina State University,153.191,170.213,118.0,2.72
North Carolina State University,130.0,161.702,106.0,3.784
North Carolina State University,130.0,168.085,107.0,2.972
North Carolina State University,148.936,170.213,115.0,3.156
North Carolina State University,140.426,170.213,111.0,3.3
North Carolina State University,149.0,163.0,95.0,0.16
North Carolina State University,151.0,170.0,104.0,3.328
North Carolina State University,163.0,168.0,114.0,3.216
North Carolina State University,130.0,165.957,115.0,2.804
North Carolina State University,130.0,170.213,104.0,3.36
North Carolina State University,144.681,170.213,101.0,3.218
North Carolina State University,159.0,169.0,115.0,3.0
North Carolina State University,141.0,165.0,104.0,3.4
North Carolina State University,150.0,161.0,99.0,3.36
North Carolina State University,130.0,168.085,117.0,3.04
North Carolina State University,138.298,163.83,120.0,3.68
North Carolina State University,130.0,159.574,113.0,3.173
North Carolina State University,144.0,170.0,99.0,3.296
North Carolina State University,160.0,164.0,106.0,3.4
North Carolina State University,130.0,170.213,99.0,2.44
North Carolina State University,157.0,164.0,102.0,3.488
North Carolina State University,149.0,164.0,104.0,2.84
North Carolina State University,130.0,153.191,105.0,3.16
North Carolina State University,149.0,167.0,104.0,2.96
North Carolina State University,153.0,168.0,101.0,3.04
North Carolina State University,130.0,165.957,116.0,3.292
North Carolina State University,154.0,167.0,114.0,3.476
North Carolina State University,154.0,170.0,103.0,3.12
North Carolina State University,152.0,167.0,108.0,3.19
North Carolina State University,156.0,166.0,109.0,3.796
North Carolina State University,150.0,160.0,103.0,3.696
North Carolina State University,153.191,170.213,114.0,2.765
North Carolina State University,150.0,165.0,103.0,3.58
North Carolina State University,130.0,170.213,117.0,3.696
North Carolina State University,136.17,159.574,101.0,2.8
North Carolina State University,151.0,170.0,112.0,3.2
North Carolina State University,130.0,165.957,104.0,3.52
North Carolina State University,130.0,144.681,108.0,3.2
North Carolina State University,149.0,162.0,106.0,3.596
North Carolina State University,134.043,170.213,108.0,2.48
North Carolina State University,130.0,163.83,95.0,3.36
North Carolina State University,130.0,165.957,111.0,3.0
North Carolina State University,150.0,164.0,108.0,3.684
North Carolina State University,157.0,166.0,114.0,3.88
North Carolina State University,156.0,159.0,100.0,3.188
North Carolina State University,150.0,166.0,107.0,3.16
North Carolina State University,157.447,170.213,114.0,3.28
North Carolina State University,161.0,168.0,116.0,2.956
North Carolina State University,153.0,167.0,106.0,3.708
North Carolina State University,140.426,163.83,113.0,2.64
North Carolina State University,149.0,164.0,96.0,3.12
North Carolina State University,130.0,163.83,110.0,3.728
North Carolina State University,161.0,164.0,118.0,2.36
North Carolina State University,147.0,165.0,100.0,3.64
North Carolina State University,130.0,165.957,97.0,3.02
North Carolina State University,149.0,169.0,104.0,2.92
North Carolina State University,160.0,163.0,111.0,3.196
North Carolina State University,130.0,170.213,113.0,3.44
North Carolina State University,138.298,170.213,120.0,2.92
North Carolina State University,156.0,166.0,104.0,3.696
North Carolina State University,142.0,153.0,85.0,3.12
North Carolina State University,130.0,165.957,95.0,3.04
North Carolina State University,134.043,170.213,117.0,3.48
North Carolina State University,130.0,170.213,108.0,3.068
North Carolina State University,156.0,164.0,103.0,3.12
North Carolina State University,144.681,161.702,114.0,3.04
North Carolina State University,149.0,165.0,104.0,3.16
North Carolina State University,167.0,166.0,113.0,3.068
North Carolina State University,130.0,170.213,120.0,3.32
North Carolina State University,148.936,170.213,115.0,3.48
North Carolina State University,146.809,165.957,102.0,2.76
North Carolina State University,162.0,163.0,114.0,2.58
North Carolina State University,130.0,168.085,100.0,3.42
North Carolina State University,152.0,161.0,104.0,3.3
North Carolina State University,148.0,165.0,106.0,3.416
North Carolina State University,157.0,165.0,106.0,3.2
North Carolina State University,150.0,166.0,106.0,3.592
North Carolina State University,151.0,164.0,107.0,3.572
North Carolina State University,130.0,170.213,114.0,2.8
North Carolina State University,161.0,168.0,109.0,2.843
North Carolina State University,130.0,163.83,102.0,3.068
North Carolina State University,130.0,165.957,104.0,3.68
North Carolina State University,140.426,168.085,116.0,3.652
North Carolina State University,130.0,163.83,98.0,3.292
North Carolina State University,157.0,169.0,109.0,2.88
North Carolina State University,134.043,168.085,120.0,3.12
North Carolina State University,155.0,165.0,98.0,3.42
North Carolina State University,161.0,168.0,116.0,3.392
North Carolina State University,136.17,170.213,110.0,3.4
North Carolina State University,152.0,166.0,111.0,3.38
North Carolina State University,142.553,155.319,101.0,3.444
North Carolina State University,161.0,168.0,111.0,3.413
North Carolina State University,130.0,170.213,115.0,3.52
North Carolina State University,151.0,167.0,110.0,3.368
North Carolina State University,157.0,165.0,110.0,3.328
North Carolina State University,154.0,163.0,108.0,3.36
North Carolina State University,136.17,170.213,113.0,3.32
North Carolina State University,151.0,164.0,110.0,3.38
North Carolina State University,130.0,165.957,106.0,3.364
North Carolina State University,131.915,165.957,106.0,2.972
North Carolina State University,130.0,165.957,98.0,3.012
North Carolina State University,153.0,157.0,100.0,3.36
North Carolina State University,136.17,165.957,113.0,3.532
North Carolina State University,160.0,164.0,116.0,3.572
North Carolina State University,157.0,164.0,103.0,3.364
North Carolina State University,138.298,170.213,115.0,3.039
North Carolina State University,156.0,170.0,108.0,3.448
North Carolina State University,161.702,168.085,119.0,3.2
North Carolina State University,154.0,163.0,108.0,3.312
North Carolina State University,151.0,159.0,106.0,3.49
North Carolina State University,130.0,170.213,96.0,3.108
North Carolina State University,150.0,160.0,96.0,2.88
North Carolina State University,155.319,170.213,120.0,2.52
New York University,130.0,170.213,100.0,3.684
New York University,158.0,167.0,115.0,2.868
New York University,130.0,170.213,97.0,2.696
New York University,34.0,48.0,100.0,2.56
New York University,140.426,168.085,108.0,2.888
New York University,130.0,170.213,104.0,2.72
New York University,130.0,161.702,101.0,2.28
New York University,160.0,162.0,109.0,3.04
New York University,136.17,170.213,114.0,2.84
New York University,156.0,162.0,109.0,2.932
New York University,157.0,164.0,106.0,2.72
New York University,136.17,170.213,117.0,2.68
New York University,130.0,163.83,111.0,2.56
New York University,130.0,168.085,104.0,3.2
New York University,155.0,164.0,110.0,2.892
New York University,142.553,165.957,111.0,2.28
New York University,155.0,167.0,109.0,3.04
New York University,130.0,165.957,102.0,2.68
New York University,160.0,169.0,111.0,3.128
New York University,130.0,168.085,100.0,2.62
New York University,151.0,159.0,93.0,3.2
New York University,142.553,165.957,93.0,2.92
New York University,151.064,170.213,119.0,3.004
New York University,168.0,162.0,116.0,2.36
New York University,136.17,170.213,114.0,3.212
New York University,152.0,161.0,97.0,3.304
New York University,130.0,163.83,106.0,2.88
New York University,131.915,165.957,114.0,3.41
New York University,153.0,166.0,113.0,2.584
New York University,130.0,170.213,100.0,2.76
New York University,149.0,168.0,107.0,3.604
New York University,149.0,152.0,95.0,0.328
New York University,142.553,168.085,116.0,3.04
New York University,134.043,170.213,120.0,2.667
New York University,130.0,168.085,120.0,2.98
New York University,130.0,130.0,116.0,3.96
New York University,134.043,170.213,111.0,2.56
New York University,130.0,155.319,104.0,3.0
New York University,153.0,168.0,106.0,2.8
New York University,161.0,168.0,110.0,2.764
New York University,130.0,165.957,95.0,2.732
New York University,130.0,157.447,116.0,2.32
New York University,130.0,159.574,112.0,3.24
New York University,130.0,170.213,111.0,3.273
New York University,130.0,146.809,94.0,2.56
New York University,130.0,170.213,109.0,3.3
New York University,146.0,164.0,91.0,3.133
New York University,138.0,162.0,84.0,3.12
New York University,134.043,155.319,97.0,3.12
New York University,154.0,167.0,100.0,3.356
New York University,130.0,157.447,100.0,2.6
New York University,130.0,146.809,115.0,2.75
New York University,130.0,161.702,97.0,3.97
New York University,147.0,162.0,100.0,2.56
New York University,148.0,161.0,97.0,2.8
New York University,149.0,162.0,100.0,3.54
New York University,160.0,162.0,114.0,2.16
New York University,125.0,168.0,104.0,2.2
New York University,152.0,157.0,109.0,2.16
New York University,157.0,163.0,112.0,3.592
New York University,155.0,166.0,108.0,3.52
New York University,130.0,170.213,104.0,3.504
New York University,158.0,163.0,99.0,3.02
New York University,130.0,161.702,107.0,3.0
New York University,150.0,155.0,104.0,0.289
New York University,142.553,155.319,116.0,2.88
New York University,149.0,165.0,105.0,2.936
New York University,130.0,168.085,109.0,2.76
New York University,157.0,163.0,109.0,2.62
New York University,166.0,168.0,116.0,2.84
New York University,157.0,158.0,112.0,2.684
New York University,130.0,161.702,98.0,2.422
New York University,162.0,161.0,115.0,2.944
New York University,130.0,165.957,114.0,2.528
New York University,130.0,136.17,109.0,3.052
New York University,140.426,170.213,103.0,3.504
New York University,130.0,159.574,90.0,3.44
New York University,130.0,170.213,102.0,2.6
New York University,130.0,170.213,114.0,3.12
New York University,130.0,170.213,97.0,3.67
New York University,157.0,161.0,114.0,3.13
New York University,130.0,170.213,108.0,2.68
New York University,153.0,165.0,108.0,3.305
New York University,130.0,159.574,111.0,3.552
New York University,130.0,170.213,109.0,3.16
New York University,130.0,163.83,112.0,2.56
New York University,130.0,170.213,104.0,2.96
New York University,155.0,163.0,98.0,3.28
New York University,130.0,168.085,103.0,2.84
New York University,151.0,162.0,104.0,2.8
New York University,147.0,161.0,100.0,3.404
New York University,130.0,170.213,104.0,2.92
New York University,152.0,163.0,113.0,3.65
New York University,158.0,165.0,112.0,3.164
New York University,130.0,159.574,113.0,2.44
New York University,130.0,170.213,109.0,3.72
New York University,130.0,165.957,99.0,2.48
New York University,159.0,169.0,114.0,3.052
New York University,130.0,170.213,100.0,2.96
New York University,130.0,163.83,105.0,2.6
New York University,158.0,166.0,111.0,2.856
New York University,130.0,165.957,106.0,3.007
New York University,130.0,168.085,112.0,3.676
New York University,130.0,170.213,105.0,2.76
New York University,156.0,169.0,107.0,3.18
New York University,130.0,168.085,100.0,2.8
New York University,155.0,155.0,105.0,2.608
New York University,130.0,170.213,108.0,3.112
New York University,166.0,164.0,119.0,3.132
New York University,130.0,163.83,114.0,3.12
New York University,130.0,159.574,106.0,2.224
New York University,163.0,165.0,115.0,3.021
New York University,152.0,161.0,110.0,3.2
New York University,146.0,160.0,106.0,3.28
New York University,130.0,165.957,110.0,3.288
New York University,154.0,163.0,101.0,3.04
New York University,148.0,164.0,103.0,2.52
New York University,160.0,163.0,109.0,3.04
New York University,155.0,165.0,102.0,2.69
New York University,160.0,164.0,108.0,3.276
New York University,152.0,165.0,106.0,2.84
New York University,147.0,161.0,113.0,3.724
New York University,145.0,163.0,93.0,2.82
New York University,148.0,162.0,7.0,3.048
New York University,130.0,170.213,108.0,2.84
New York University,149.0,159.0,108.0,2.76
New York University,157.0,170.0,111.0,3.256
New York University,154.0,166.0,107.0,2.601
New York University,156.0,161.0,105.0,30.2
New York University,130.0,170.213,110.0,2.16
New York University,134.043,170.213,105.0,3.476
New York University,130.0,157.447,101.0,3.97
New York University,130.0,170.213,104.0,3.12
New York University,136.17,159.574,120.0,2.4
New York University,130.0,163.83,108.0,2.72
New York University,138.298,165.957,116.0,3.168
New York University,152.0,168.0,107.0,3.044
New York University,130.0,170.213,108.0,2.984
New York University,130.0,165.957,104.0,2.792
New York University,147.0,164.0,103.0,2.4
New York University,130.0,170.213,104.0,3.08
New York University,136.0,147.0,107.0,2.6
New York University,130.0,155.319,105.0,2.952
New York University,130.0,161.702,106.0,2.428
New York University,157.0,162.0,112.0,3.12
New York University,161.0,165.0,118.0,2.785
New York University,152.0,164.0,114.0,3.28
New York University,149.0,162.0,91.0,2.88
New York University,160.0,169.0,114.0,2.48
New York University,130.0,170.213,105.0,2.68
New York University,157.0,168.0,109.0,3.196
New York University,140.426,170.213,108.0,3.04
New York University,151.064,170.213,116.0,2.848
New York University,130.0,170.213,101.0,3.144
New York University,170.213,130.0,110.0,2.747
New York University,151.0,167.0,7.0,3.2
New York University,136.17,163.83,101.0,2.648
New York University,130.0,170.213,110.0,3.396
New York University,35.0,50.0,112.0,2.44
New York University,140.426,161.702,109.0,3.104
New York University,154.0,170.0,100.0,3.0
New York University,167.0,158.0,105.0,2.7
New York University,161.0,166.0,111.0,2.6
New York University,161.0,168.0,113.0,3.32
New York University,157.0,165.0,105.0,2.76
New York University,138.298,155.319,108.0,2.32
New York University,140.426,170.213,104.0,2.76
New York University,156.0,167.0,107.0,3.12
New York University,134.043,168.085,98.0,2.92
New York University,158.0,162.0,105.0,2.81
New York University,152.0,165.0,111.0,2.94
New York University,162.0,162.0,108.0,2.68
New York University,150.0,162.0,105.0,3.172
New York University,160.0,166.0,113.0,2.856
New York University,155.0,164.0,105.0,3.26
New York University,130.0,163.83,111.0,3.896
New York University,136.17,170.213,120.0,2.48
New York University,147.0,158.0,98.0,3.264
New York University,130.0,159.574,101.0,2.648
New York University,154.0,169.0,117.0,3.28
New York University,146.0,158.0,100.0,2.464
New York University,130.0,165.957,103.0,2.8
New York University,130.0,170.213,105.0,2.44
New York University,130.0,138.298,113.0,2.68
New York University,134.043,157.447,112.0,2.56
New York University,134.043,161.702,114.0,3.24
New York University,131.915,161.702,96.0,3.227
New York University,130.0,168.085,100.0,3.0
New York University,138.298,159.574,114.0,3.012
New York University,156.0,154.0,110.0,2.64
New York University,153.0,163.0,108.0,0.292
New York University,130.0,163.83,116.0,3.184
New York University,144.681,168.085,107.0,2.638
New York University,130.0,170.213,107.0,2.44
New York University,156.0,164.0,109.0,2.544
New York University,130.0,170.213,94.0,3.2
New York University,130.0,170.213,114.0,3.5
New York University,130.0,159.574,93.0,3.12
New York University,154.0,167.0,110.0,2.64
New York University,158.0,161.0,110.0,3.74
New York University,155.0,166.0,113.0,2.32
New York University,151.0,168.0,113.0,2.852
New York University,155.0,161.0,113.0,2.565
New York University,130.0,170.213,103.0,2.72
New York University,155.0,164.0,108.0,3.412
New York University,151.064,163.83,110.0,2.52
New York University,154.0,167.0,112.0,3.28
New York University,161.0,168.0,109.0,3.316
New York University,130.0,157.447,97.0,2.72
New York University,151.0,168.0,108.0,2.688
New York University,151.0,161.0,103.0,3.08
New York University,140.426,170.213,113.0,2.54
New York University,157.447,170.213,120.0,2.4
New York University,159.0,166.0,106.0,2.64
New York University,156.0,161.0,113.0,3.196
New York University,156.0,168.0,114.0,3.32
New York University,130.0,165.957,101.0,2.942
New York University,136.17,161.702,109.0,3.12
New York University,150.0,167.0,104.0,3.364
New York University,130.0,170.213,109.0,2.68
New York University,130.0,165.957,104.0,2.58
New York University,131.915,170.213,114.0,3.08
New York University,157.0,168.0,103.0,3.1
New York University,130.0,170.213,104.0,3.428
New York University,140.426,170.213,113.0,3.212
New York University,151.0,164.0,110.0,3.38
New York University,130.0,168.085,114.0,3.028
New York University,170.213,148.936,112.0,2.88
New Jersey Institute of Technology,130.0,163.83,105.0,3.014
New Jersey Institute of Technology,144.0,159.0,91.0,2.578
New Jersey Institute of Technology,151.0,157.0,85.0,2.48
New Jersey Institute of Technology,130.0,153.191,91.0,2.721
New Jersey Institute of Technology,130.0,153.191,91.0,2.6
New Jersey Institute of Technology,154.0,162.0,105.0,3.24
New Jersey Institute of Technology,130.0,170.213,104.0,2.808
New Jersey Institute of Technology,149.0,150.0,102.0,2.5
New Jersey Institute of Technology,130.0,168.085,112.0,2.64
New Jersey Institute of Technology,130.0,168.085,106.0,2.432
New Jersey Institute of Technology,130.0,148.936,85.0,2.84
New Jersey Institute of Technology,145.0,159.0,102.0,2.32
New Jersey Institute of Technology,154.0,161.0,111.0,3.512
New Jersey Institute of Technology,130.0,153.191,91.0,3.128
New Jersey Institute of Technology,146.0,160.0,100.0,3.208
New Jersey Institute of Technology,144.0,161.0,84.0,3.04
New Jersey Institute of Technology,141.0,162.0,92.0,2.68
New Jersey Institute of Technology,130.0,165.957,104.0,2.44
New Jersey Institute of Technology,130.0,161.702,94.0,3.112
New Jersey Institute of Technology,152.0,161.0,105.0,2.24
New Jersey Institute of Technology,130.0,161.702,87.0,2.48
New Jersey Institute of Technology,145.0,158.0,95.0,2.08
New Jersey Institute of Technology,144.0,162.0,81.0,2.08
New Jersey Institute of Technology,151.0,165.0,95.0,2.583
New Jersey Institute of Technology,156.0,167.0,104.0,2.28
New Jersey Institute of Technology,145.0,160.0,93.0,2.92
New Jersey Institute of Technology,130.0,146.809,106.0,3.38
New Jersey Institute of Technology,144.0,152.0,88.0,3.12
New Jersey Institute of Technology,145.0,164.0,102.0,2.82
New Jersey Institute of Technology,144.0,162.0,87.0,2.72
New Jersey Institute of Technology,142.0,162.0,98.0,3.34
New Jersey Institute of Technology,130.0,165.957,95.0,2.552
New Jersey Institute of Technology,147.0,160.0,94.0,3.136
New Jersey Institute of Technology,130.0,163.83,85.0,0.136
New Jersey Institute of Technology,149.0,156.0,103.0,2.928
New Jersey Institute of Technology,140.0,154.0,92.0,0.327
New Jersey Institute of Technology,144.0,155.0,82.0,2.72
New Jersey Institute of Technology,152.0,165.0,103.0,2.6
New Jersey Institute of Technology,131.915,146.809,96.0,2.82
New Jersey Institute of Technology,130.0,144.681,95.0,2.616
New Jersey Institute of Technology,144.0,153.0,105.0,2.88
New Jersey Institute of Technology,146.0,161.0,99.0,2.48
New Jersey Institute of Technology,155.0,164.0,110.0,2.58
New Jersey Institute of Technology,130.0,165.957,120.0,2.8
New Jersey Institute of Technology,150.0,158.0,93.0,2.832
New Jersey Institute of Technology,145.0,159.0,89.0,3.0
New Jersey Institute of Technology,152.0,161.0,108.0,2.88
New Jersey Institute of Technology,130.0,165.957,107.0,2.32
New Jersey Institute of Technology,130.0,153.191,94.0,3.2
New Jersey Institute of Technology,130.0,159.574,104.0,2.2
New Jersey Institute of Technology,144.0,161.0,101.0,2.836
New Jersey Institute of Technology,143.0,154.0,99.0,2.659
New Jersey Institute of Technology,130.0,151.064,83.0,2.28
New Jersey Institute of Technology,149.0,155.0,101.0,2.08
New Jersey Institute of Technology,130.0,151.064,94.0,2.428
New Jersey Institute of Technology,130.0,155.319,89.0,2.44
New Jersey Institute of Technology,146.0,163.0,110.0,2.8
New Jersey Institute of Technology,130.0,157.447,99.0,2.92
New Jersey Institute of Technology,147.0,157.0,92.0,2.24
New Jersey Institute of Technology,130.0,170.213,100.0,3.28
New Jersey Institute of Technology,149.0,157.0,103.0,2.931
New Jersey Institute of Technology,139.0,162.0,81.0,2.784
New Jersey Institute of Technology,130.0,153.191,84.0,3.12
New Jersey Institute of Technology,130.0,163.83,114.0,2.32
New Jersey Institute of Technology,151.0,154.0,107.0,2.12
New Jersey Institute of Technology,137.0,149.0,80.0,0.32
New Jersey Institute of Technology,146.0,157.0,99.0,3.212
New Jersey Institute of Technology,151.0,155.0,105.0,2.2
New Jersey Institute of Technology,130.0,155.319,87.0,2.72
New Jersey Institute of Technology,149.0,150.0,105.0,2.528
New Jersey Institute of Technology,130.0,148.936,105.0,2.16
New Jersey Institute of Technology,130.0,168.085,106.0,3.26
New Jersey Institute of Technology,143.0,148.0,103.0,2.68
New Jersey Institute of Technology,147.0,151.0,91.0,2.744
New Jersey Institute of Technology,130.0,168.085,106.0,2.34
New Jersey Institute of Technology,130.0,131.915,80.0,2.908
New Jersey Institute of Technology,130.0,130.0,104.0,2.32
New Jersey Institute of Technology,148.0,155.0,96.0,3.12
New Jersey Institute of Technology,145.0,155.0,107.0,2.6
New Jersey Institute of Technology,142.0,160.0,95.0,2.84
New Jersey Institute of Technology,130.0,159.574,90.0,2.68
New Jersey Institute of Technology,147.0,159.0,86.0,3.252
New Jersey Institute of Technology,148.0,161.0,99.0,2.92
New Jersey Institute of Technology,130.0,136.17,91.0,3.2
New Jersey Institute of Technology,130.0,157.447,94.0,2.8
New Jersey Institute of Technology,130.0,170.213,96.0,2.76
